doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,prenominal,adj_lower
10220801124,3,4,does under+wear start with b@l?,+wear,start,start,TRUE,+wear
10220801139,5,6,I don't want Memory game.,Memory,game,game,TRUE,memory
10220801141,5,6,"no, I want Memory game.",Memory,game,game,TRUE,memory
10220801344,1,2,short snake.,short,snake,snake,TRUE,short
10220801511,4,5,I'm a good mover.,good,mover,mover,TRUE,good
10220801570,1,2,snappy snap.,snappy,snap,snap,TRUE,snappy
10220900129,1,3,blue blue blue.,blue,blue,blue,FALSE,blue
10220900129,2,3,blue blue blue.,blue,blue,blue,TRUE,blue
10220900287,1,2,Smarty pants.,Smarty,pants,pants,TRUE,smarty
10220900430,3,4,go here crazy head.,crazy,head,head,TRUE,crazy
10220900431,5,6,"nah, maybe the other way.",other,way,way,TRUE,other
10220900576,4,5,it's a flat tire.,flat,tire,tire,TRUE,flat
10220900593,1,2,silly Mama.,silly,Mama,mama,TRUE,silly
10220900687,3,4,in my whole body there's blood.,whole,body,body,TRUE,whole
10220900865,5,6,want to be the cute kitkat?,cute,kitkat,kitkat,TRUE,cute
10220900868,5,6,we could be the snuggle bunnies.,snuggle,bunnies,bunny,TRUE,snuggle
10220900950,4,5,where's your other ear?,other,ear,ear,TRUE,other
10220900951,4,5,here's the pink ear.,pink,ear,ear,TRUE,pink
10220900994,7,8,because they don't have two orange ears.,orange,ears,ear,TRUE,orange
10220901004,1,2,"last time, someone put it on the ### these on to not put it down.",last,time,time,TRUE,last
10220901029,2,3,the swimming pool.,swimming,pool,pool,TRUE,swimming
10220901128,4,5,you want a hot egg?,hot,egg,egg,TRUE,hot
10220901134,4,5,this is the warm burner.,warm,burner,burner,TRUE,warm
10220901136,2,3,the Warm burner.,Warm,burner,burner,TRUE,warm
10220901191,2,4,beep beep beep beep.,beep,beep,beep,FALSE,beep
10220901195,3,4,you want green beans.,green,beans,bean,TRUE,green
10220901197,3,4,you want green beans.,green,beans,bean,TRUE,green
10220901200,3,4,you want green beans?,green,beans,bean,TRUE,green
10220901231,3,4,want a hot dog?,hot,dog,dog,TRUE,hot
10220901234,3,4,want a hot dog?,hot,dog,dog,TRUE,hot
10220901239,4,5,you want four hot dog.,hot,dog,dog,TRUE,hot
10220901250,2,3,want hot soup?,hot,soup,soup,TRUE,hot
10220901251,5,6,hey there's a sticky guy.,sticky,guy,guy,TRUE,sticky
10220901287,4,5,come on sticky icky ticky.,icky,ticky,ticky,TRUE,icky
10220901365,2,3,your hot dog's ready.,hot,dog,dog,TRUE,hot
10220901366,2,3,the hot dog's ready.,hot,dog,dog,TRUE,hot
10220901366,5,3,the hot dog's ready.,ready,dog,dog,FALSE,ready
10220901391,3,4,get the hot dog people fall down the ocean.,hot,dog,dog,TRUE,hot
10220901405,1,2,hot dog.,hot,dog,dog,TRUE,hot
10220901555,1,2,yuck yuck.,yuck,yuck,yuck,TRUE,yuck
10220901660,1,2,black stuff.,black,stuff,stuff,TRUE,black
10220901664,4,5,is this my ear drum?,ear,drum,drum,TRUE,ear
10220901762,4,5,I want a big song.,big,song,song,TRUE,big
10220901774,1,2,switch legs.,switch,legs,leg,TRUE,switch
10220901920,1,2,Faster music.,Faster,music,music,TRUE,faster
10220902025,2,3,how many fairies do we need to find?,many,fairies,fairy,TRUE,many
10221000036,3,4,I do better ones.,better,ones,one,TRUE,better
10221000059,2,3,that yucky tape?,yucky,tape,tape,TRUE,yucky
10221000062,4,5,I want the yucky tape.,yucky,tape,tape,TRUE,yucky
10221000065,2,3,the yucky tape's ###,yucky,tape,tape,TRUE,yucky
10221000085,6,8,"no, I want the yuck yuck yuck.",yuck,yuck,yuck,FALSE,yuck
10221000087,3,4,remember that other tape of my favorite?,other,tape,tape,TRUE,other
10221000119,5,6,we can do the crazy dance.,crazy,dance,dance,TRUE,crazy
10221000314,1,2,free marker.,free,marker,marker,TRUE,free
10221000348,4,5,I got a whole family.,whole,family,family,TRUE,whole
10221000376,6,7,I have to do a whole thing.,whole,thing,thing,TRUE,whole
10221000381,1,2,Kiddish cup.,Kiddish,cup,cup,TRUE,kiddish
10221000383,1,2,Kiddish cup.,Kiddish,cup,cup,TRUE,kiddish
10221000429,5,6,yay I won the first game.,first,game,game,TRUE,first
10221000459,1,2,Kiddish cup.,Kiddish,cup,cup,TRUE,kiddish
10221000743,5,6,I was taller the other day.,other,day,day,TRUE,other
10221000748,1,2,whole world.,whole,world,world,TRUE,whole
10221000868,3,4,I do better ones.,better,ones,one,TRUE,better
10221000908,1,2,ok Galit.,ok,Galit,Galit,TRUE,ok
10221000961,5,6,let's get a new clock.,new,clock,clock,TRUE,new
10221000963,6,7,I'll go get a new clock.,new,clock,clock,TRUE,new
10221001026,2,3,no more sleep.,more,sleep,sleep,TRUE,more
10221001080,7,8,then let's go get a different clock.,different,clock,clock,TRUE,different
10221001094,5,6,ooh it's a soft clock.,soft,clock,clock,TRUE,soft
10221001096,4,5,it's a soft clock.,soft,clock,clock,TRUE,soft
10221001098,5,6,let's get a soft clock.,soft,clock,clock,TRUE,soft
10221001256,6,7,can I please have a rotten tomato?,rotten,tomato,tomato,TRUE,rotten
10221001261,6,7,can I please have a rotten egg?,rotten,egg,egg,TRUE,rotten
10221001264,4,5,but without that plastic thing on it that you can't eat it that way.,plastic,thing,thing,TRUE,plastic
10221001372,2,4,a hard boiled egg.,hard,egg,egg,FALSE,hard
10221001471,1,2,apple poop please.,apple,poop,poop,TRUE,apple
10221001473,1,2,apple juice please.,apple,juice,juice,TRUE,apple
10221001475,3,5,### my old apple juice.,old,juice,juice,FALSE,old
10221001551,4,5,look at the little man.,little,man,man,TRUE,little
10221001591,5,7,oh and then that cute little squirrel.,cute,squirrel,squirrel,FALSE,cute
10221001591,6,7,oh and then that cute little squirrel.,little,squirrel,squirrel,TRUE,little
10221001746,4,5,you put too much water.,much,water,water,TRUE,much
10221001772,4,5,she cracked the whole egg.,whole,egg,egg,TRUE,whole
10221001856,8,11,it was even hotter than -- than hot -- hot soup.,hot,soup,soup,FALSE,hot
10221001856,10,11,it was even hotter than -- than hot -- hot soup.,hot,soup,soup,TRUE,hot
10221100054,7,8,I learned first -- I learned second position.,second,position,position,TRUE,second
10221100067,1,2,third position.,third,position,position,TRUE,third
10221100317,2,3,the blue ones and orange ones keep flying.,blue,ones,one,TRUE,blue
10221100317,5,6,the blue ones and orange ones keep flying.,orange,ones,one,TRUE,orange
10221100343,6,8,he can slither up a big big tree.,big,tree,tree,FALSE,big
10221100343,7,8,he can slither up a big big tree.,big,tree,tree,TRUE,big
10221100344,3,4,with a huge apple up.,huge,apple,apple,TRUE,huge
10221100345,4,5,that's a huge apple.,huge,apple,apple,TRUE,huge
10221100371,3,4,look at beetle run fast.,beetle,run,run,TRUE,beetle
10221100487,1,3,d@l o@l g@l.,d@l,g@l,g@l,FALSE,d@l
10221100487,2,3,d@l o@l g@l.,o@l,g@l,g@l,TRUE,o@l
10221100630,3,4,but the best vegetable that they like are carrots.,best,vegetable,vegetable,TRUE,best
10221100660,5,6,oh it's a long word.,long,word,word,TRUE,long
10221100670,3,4,at the new schul@f there was a mouse.,new,schul@f,schul@f,TRUE,new
10221100690,4,5,that's a cute mouse.,cute,mouse,mouse,TRUE,cute
10221100716,4,5,it's a long word lady+bug.,long,word,word,TRUE,long
10221100718,6,7,let's see all the other animals for color.,other,animals,animal,TRUE,other
10221100744,3,4,they're little foot+prints.,little,foot,tfoo,TRUE,little
10221100763,4,6,oh that's froggie-'s feet.,froggie,feet,feet,FALSE,froggie
10221100948,9,10,her baba brought -- got a very very big ladder.,big,ladder,ladder,TRUE,big
10221100952,8,9,her father got a very very very long ladder.,long,ladder,ladder,TRUE,long
10221100958,10,11,the ladder to a -- towards -- towards a big mountain.,big,mountain,mountain,TRUE,big
10221101005,7,8,and then he was just the right size.,right,size,size,TRUE,right
10221101072,5,6,until it was a full moon.,full,moon,moon,TRUE,full
10221101073,5,6,until it was a full moon again.,full,moon,moon,TRUE,full
10221101089,4,5,"Mom, that alphabet puzzle.",alphabet,puzzle,puzzle,TRUE,alphabet
10221101107,5,6,it doesn't have enough batteries in it.,enough,batteries,battery,TRUE,enough
10221101120,5,7,I like reading my other Elmo books.,other,books,book,FALSE,other
10221101122,5,6,oh is this the wrong page?,wrong,page,page,TRUE,wrong
10221101132,1,2,sunny day.,sunny,day,day,TRUE,sunny
10221101175,3,4,now the other page right now.,other,page,page,TRUE,other
10221101196,3,4,now the other page.,other,page,page,TRUE,other
10221101197,4,5,there's no other page.,other,page,page,TRUE,other
10221101276,2,7,"eight little, nine little honey bees.",little,bees,be,FALSE,little
10221101276,5,7,"eight little, nine little honey bees.",little,bees,be,FALSE,little
10221101283,1,2,tree tops.,tree,tops,top,TRUE,tree
10221101354,4,5,it's the whole book.,whole,book,book,TRUE,whole
10221101372,2,3,my favorite day is winter -- is snow.,favorite,day,day,TRUE,favorite
10221101404,3,4,can we builder stuff -- build stuff?,builder,stuff,stuff,TRUE,builder
10221101404,6,7,can we builder stuff -- build stuff?,build,stuff,stuff,TRUE,build
10221101410,3,4,I like build stuff.,build,stuff,stuff,TRUE,build
10221101434,6,7,no I can make my own stuff.,own,stuff,stuff,TRUE,own
10221101504,6,8,but it's not a big big house you can really move into.,big,house,house,FALSE,big
10221101504,7,8,but it's not a big big house you can really move into.,big,house,house,TRUE,big
10221101526,5,6,I'll make a bigger roof than that.,bigger,roof,roof,TRUE,bigger
10221101533,11,5,"this is like a roof, but it's not triangle.",triangle,roof,roof,FALSE,triangle
10221101599,5,6,I'll make a different house.,different,house,house,TRUE,different
10221101655,4,5,this is a good blue.,good,blue,blue,TRUE,good
10221101659,6,7,oh this might be a good blue.,good,blue,blue,TRUE,good
10221101713,5,6,I'm making a great pattern.,great,pattern,pattern,TRUE,great
10221101714,1,3,blue yellow blue.,blue,blue,blue,FALSE,blue
10221101714,2,3,blue yellow blue.,yellow,blue,blue,TRUE,yellow
10221101718,10,11,oh you have to put that yellow on the other side.,other,side,side,TRUE,other
10221101719,4,5,I broke my whole house down.,whole,house,house,TRUE,whole
10221101730,7,8,I want to do it a better pattern.,better,pattern,pattern,TRUE,better
10221101812,1,5,"yellow, blue red blue.",yellow,blue,blue,FALSE,yellow
10221101812,3,5,"yellow, blue red blue.",blue,blue,blue,FALSE,blue
10221101812,4,5,"yellow, blue red blue.",red,blue,blue,TRUE,red
10221101896,3,4,only two more yellows.,more,yellows,yellows,TRUE,more
10221101897,3,4,only two more yellows.,more,yellows,yellows,TRUE,more
10221200190,5,9,um do you have more of Blues+Clues.,more,Clues,clues,FALSE,more
10221200312,4,5,where's the other thing?,other,thing,thing,TRUE,other
10221200602,4,1,"Mom, this little ###",little,Mom,Mom,FALSE,little
10221200637,5,6,try to show the old maid?,old,maid,maid,TRUE,old
10221200785,4,5,you picked the old maid.,old,maid,maid,TRUE,old
10221200817,1,2,good game.,good,game,game,TRUE,good
10221200849,1,2,stinky feet.,stinky,feet,foot,TRUE,stinky
10221200851,1,2,stinky feet.,stinky,feet,foot,TRUE,stinky
10221200955,3,4,put on more music.,more,music,music,TRUE,more
10221200956,3,4,put on more music.,more,music,music,TRUE,more
10221201047,5,6,I'll try one more time.,more,time,time,TRUE,more
10221201485,8,9,why couldn't we eat on that little table ### it up.,little,table,table,TRUE,little
10221201509,4,5,I just want hot chocolate in here.,hot,chocolate,chocolate,TRUE,hot
10221201516,5,6,"Yonatan@n wants coffee, hot chocolate.",hot,chocolate,chocolate,TRUE,hot
10221201519,5,7,but I only want hot chocolate plain.,hot,plain,plain,FALSE,hot
10221201530,4,5,I want a hot chocolate with peanut butter inside.,hot,chocolate,chocolate,TRUE,hot
10221201588,5,7,because that's a bad selfish fish.,bad,fish,fish,FALSE,bad
10221201633,3,6,this is white and brown right?,white,right,right,FALSE,white
10221201752,1,2,stinky feet.,stinky,feet,foot,TRUE,stinky
10221201778,10,11,"I'm Princess+Leia but I'm a pirate girl, ok?",pirate,girl,girl,TRUE,pirate
10221201813,8,9,"right, Baby+Noah has a huge head like this big.",huge,head,head,TRUE,huge
10221201813,12,9,"right, Baby+Noah has a huge head like this big.",big,head,head,FALSE,big
10221201841,9,10,it's because Baby+Noah has a huge head.,huge,head,head,TRUE,huge
10221201856,5,6,but I like the other book.,other,book,book,TRUE,other
10221201857,4,5,I like my other book.,other,book,book,TRUE,other
10221201859,4,5,I want my other book.,other,book,book,TRUE,other
10221201860,4,5,I want the other book.,other,book,book,TRUE,other
10221201861,4,5,I want my other book.,other,book,book,TRUE,other
10221201879,1,2,old house?,old,house,house,TRUE,old
10240300041,1,3,good+night.,good,night,night,FALSE,good
10240300054,1,2,Ernie friend.,Ernie,friend,friend,TRUE,ernie
10240300992,2,3,where baby room?,baby,room,room,TRUE,baby
10240400006,2,3,make big cake.,big,cake,cake,TRUE,big
10240400111,1,2,polar bear.,polar,bear,bear,TRUE,polar
10240400486,2,3,that bear angry.,bear,angry,angry,TRUE,bear
10240400535,2,3,the happy bear.,happy,bear,bear,TRUE,happy
10240400536,1,2,happy bear.,happy,bear,bear,TRUE,happy
10240400542,2,3,a angry bear!,angry,bear,bear,TRUE,angry
10240400548,1,2,angry bear.,angry,bear,bear,TRUE,angry
10240400558,5,6,"no, that the bear angry.",bear,angry,angry,TRUE,bear
10240400560,4,5,that -- that angry bear.,angry,bear,bear,TRUE,angry
10240400564,1,2,more shoes?,more,shoes,shoe,TRUE,more
10240400956,1,2,hot+dog.,hot,+dog,+dog,TRUE,hot
10240400959,3,4,"bread, hot+dog, pop+corn.",hot,+dog,+dog,TRUE,hot
10240400962,3,5,"um, hot+dog!",hot,dog,dog,FALSE,hot
10240400966,1,2,hot+dog.,hot,+dog,+dog,TRUE,hot
10240400970,1,2,hot+dog.,hot,+dog,+dog,TRUE,hot
10240500133,4,1,um -- not black.,black,um,um,FALSE,black
10240500441,1,2,jelly beans.,jelly,beans,bean,TRUE,jelly
10240500505,1,2,u@l kite!,u@l,kite,kite,TRUE,u@l
10240500535,3,4,what have sound door makes?,sound,door,door,TRUE,sound
10240500869,6,8,"um, because there no more ###.",more,#,#,FALSE,more
