,adjective,noun,prob
68,fridge,magnet,0.000733182052151177
69,yellow,costume,0.032349852961783984
70,gas,cooker,0.004169588923379019
71,mother,alligator,0.009407102117156724
72,oval,triangle,0.013053977356239888
73,green,tomato,0.040038385571782
74,red,horse,0.04414361717789664
75,light,switch,0.0017053629681093817
76,dead,ornament,0.005240772255730341
77,pigeon,shit,0.00014377796849386227
78,apple,slice,0.0009624075678310447
79,wet,girl,0.0015265588249978724
80,candy,machine,0.00020003243932533368
81,jam,pot,0.0002957711461790997
82,lighting,hallway,0.001037395140495893
83,music,toy,0.019788795830401242
84,kitchen,counter,0.000637768908575049
85,green,slide,0.01836802434826612
86,steam,shovel,0.0005903769353329027
87,baby,hippo,0.0013848033113140607
88,carrot,stick,0.004145053787120371
89,sleeve,shirt,0.00047162555195552993
90,goods,shop,0.0050788187540164
91,file,drawer,0.0006063789547937578
92,dirty,daddy,0.007370332467488859
93,solid,smack,0.010879305957813267
94,balloon,streamer,0.004160467776338708
95,foot,length,0.00411759414799377
96,dead,skin,0.00502558226405754
97,sidewalk,chalk,0.00019318130034377064
98,fat,bunny,0.0034662505348437727
99,apple,tea,0.0015159966213392074
100,dirty,foot,0.0023028416122599983
101,record,run,0.0436764152362514
102,seaside,cart,0.0003118873662834457
103,round,globe,0.0903574267557843
104,purple,onion,0.0009012771484056604
105,red,cookie,0.03614047741427936
106,school,teacher,0.015366535460759938
107,dirty,water,0.0036812947567519197
108,curling,brush,0.0001696472697280327
109,girl,kiss,0.006637607041755565
110,brown,dirt,0.0396196640417375
111,circus,tent,0.00018298930776008122
112,hot,macaroni,0.022756429634278052
113,dark,green,0.0013341248943988541
114,cinnamon,stick,9.893454425670107e-05
115,ham,salad,0.0010270849714520498
116,roast,lamb,0.0008186278301166312
117,school,girl,0.005229938573691946
118,crispy,worm,1.368539339359186e-10
119,gold,weaver,0.011548841885004928
120,yellow,hoop,0.015611609240444066
121,honey,pie,0.004183748303566367
122,pencil,show,0.0010815178880402563
123,arrow,sign,0.14846381707682907
124,track,suit,0.004545956421194144
125,train,gate,0.0004454394647897017
126,red,notebook,0.0627322023469657
127,oak,chest,0.0010214717454250046
128,navy,skirt,0.004706862220097428
129,pink,robe,0.01651687663849355
130,thick,eyelash,0.0016863943995473732
131,slide,leg,0.00046575748954133734
132,cellar,door,0.0009697775840190107
133,maple,bar,0.0009800322300835048
134,motorway,bridge,0.0030275987639317146
135,cardboard,box,0.01895971673244217
136,freezing,road,0.0008436567820411392
137,orange,tea,0.002734799076239508
138,statue,toy,0.0034543948249311034
139,crispy,brown,9.064701052491607e-11
140,web,shooter,0.0046406901052033905
141,purple,bed,0.0013703925004811327
142,wastepaper,basket,7.0493577242789975e-12
143,snow,leopard,0.0026027561514249927
144,back,flip,0.015776477161632885
145,purple,cup,0.0020582683618276237
146,peach,juice,0.0014939047160443782
147,sweet,chocolate,0.017888059047189667
148,dark,line,0.00827675337480596
149,brown,egg,0.014526110966882467
150,train,ride,0.0017053766052378678
151,red,room,0.03309934007594052
152,red,coral,0.14095604151234395
153,dirty,tissue,0.0017199132719103718
154,orange,glasses,0.00475521468798408
155,orange,tube,0.0007560775183334245
156,explorer,suit,0.0006674302549229828
157,glass,table,0.00022119150720691327
158,colored,paper,0.006918535249536114
159,trash,truck,0.0008760317408026603
160,fuzzy,slipper,0.0010054685894220117
161,bottom,tooth,0.003925896343456703
162,girl,bed,0.005892340546963284
163,tennis,court,0.00169678599007955
164,boxing,glove,0.0002660100150378797
165,hot,mom,0.02282979032837229
166,feather,mattress,0.0006811912089900425
167,jelly,fish,0.000908693507218134
168,tonic,water,0.0010456867265079275
169,dirty,bowl,0.0016732886083754808
170,dolphin,family,0.0024628684215422508
171,stroller,toy,5.840562656737022e-12
172,green,tail,0.14055334465144548
173,silver,bell,0.022676340248059534
174,red,flag,0.18904097528103456
175,tattoo,heart,0.00045441105679659184
176,hot,water,0.03881218676391663
177,baby,penguin,0.0020936848861557553
178,dress,piece,9.782271093543846e-05
179,smiley,guy,6.125622759552965e-05
180,hot,pepper,0.04831698538847403
181,farm,tractor,0.0022643231413199947
182,curly,tail,0.0031594871145302853
183,oatmeal,pie,1.440003561950972e-23
184,green,jacket,0.07349881685279971
185,back,porch,0.0022889693786700637
186,thick,canopy,0.021427515701462264
187,green,vegetable,0.034016081711819676
188,purple,cat,0.0010647316165714345
189,dead,mommy,0.21547737585563467
190,baby,elephant,0.004837981891673814
191,bottom,lip,0.0029179027462529067
192,bird,cage,0.0004306580667255712
193,thick,clip,0.002315690269409344
194,kitty,cat,0.0040777480816856036
195,office,phone,0.0018186602126102223
196,bottom,row,0.0008272036728348887
197,brown,spot,0.15492062574904486
198,sun,lotion,0.0019248417079134488
199,yellow,bill,0.01062251975310798
200,brown,bear,0.009608325194186227
201,garbage,can,0.0036610861529629297
202,rice,cake,0.0018102675980174682
203,dancing,bud,0.0007355820309479159
204,hot,air,0.045277041380156244
205,wooden,puzzle,0.0029198757372558603
206,piano,piece,0.0059127784544681095
207,yellow,hair,0.02497750975887838
208,bear,mama,0.0014345742849589214
209,pink,eyeball,0.005072149792868112
210,smiley,girl,4.848762318118538e-05
211,quarter,cup,0.004334951338388516
212,cum,store,0.0007696853130724634
213,marine,tank,0.013908989742044827
214,teacher,day,0.0011823659186417901
215,green,edge,0.005494413106565701
216,paint,can,0.0015327517910799914
217,night,gown,0.000799415476728623
218,cartoon,ring,0.000344142871787548
219,ski,pants,9.356928085824684e-05
220,green,beard,0.07838569654765426
221,sugar,snack,0.00046040155407960813
222,soup,kitchen,0.002510301932820058
223,queen,crab,0.008532429489394582
224,snow,book,0.002134510256859131
225,hot,bowl,0.006728899341212313
226,turtle,shell,0.00012639065777259048
227,night,dress,0.002599794349236689
228,snow,dog,0.002066147215741827
229,dish,cloth,0.0012240007622708665
230,cylinder,gas,0.047898876438846556
231,baby,stroller,0.0018204819182123693
232,cursive,letter,2.0102964854393993e-18
233,yellow,dragon,0.005612175371177008
234,grape,fruit,0.003607085237673242
235,red,sweet,0.05494571610976432
236,green,scooter,0.020162873470674317
237,yellow,duckling,0.006607801628882925
238,orange,sticker,0.0039146880814534685
239,dirty,crayon,0.00046290614912207267
240,stone,cup,0.012226683909416025
241,gold,ticket,0.028433677126866883
242,girl,hood,0.006011669258463513
243,giant,shadow,0.0022402841405582074
244,concrete,driveway,0.0013724152197425522
245,purple,dinosaur,0.0009957410071586167
246,cereal,box,0.00045352832839752713
247,moon,game,0.0004719404653720104
248,girl,colors,0.011694929243183562
249,burnt,charcoal,0.0010051454569177903
250,train,station,0.0018444352566018936
251,boy,sock,0.008692196602156413
252,wood,window,0.007076262707437486
253,green,triceratops,0.030162783007225438
254,thick,model,0.0010805025211759354
255,bottom,stair,0.002392967780384978
256,kettle,drum,0.0033401993113602165
257,baby,bunny,0.00290365006333663
258,closet,door,0.002984651222466613
259,brown,bread,0.0115180025122932
260,corn,fan,0.0005032397388560053
261,pink,noodle,0.007378772517119289
262,purple,bunny,0.0005716327665727064
263,chip,cookie,0.0006507290077182988
264,green,airplane,0.022850714667725657
265,corner,house,0.0017018574375775857
266,bottom,cupboard,0.0030500587099391253
267,poison,berry,0.0006068322412749933
268,plastic,bottle,0.000910768999701268
269,pink,bubblegum,0.02343693444945175
270,yellow,pants,0.03166900557230562
271,cell,phone,0.009890680973416659
272,yellow,overalls,0.012777263151614902
273,fruit,sherry,0.0012796847950048648
274,cellar,key,0.00034490906238956656
275,tire,swing,0.0008472782805477808
276,mommy,squirrel,0.0007115928201922408
277,round,case,0.013647912708104063
278,baby,food,0.001953077264697513
279,night,armadillo,0.00036393659002573604
280,orange,box,0.0012866795524858973
281,back,alley,0.08909224461860216
282,paper,cup,0.0029194690693803956
283,pound,note,0.00018691660293929127
284,vegetable,salad,0.0023203976609433496
285,college,lecturer,0.013750786354986057
286,yellow,submarine,0.006053957082199118
287,bunny,rabbit,0.004937563340683945
288,water,board,0.01677594238285631
289,ear,infection,0.00034068266582500817
290,baby,piggy,0.0027498896693525046
291,pecan,cluster,4.429599427273169e-11
292,yellow,man,0.004686844204138735
293,green,jungle,0.18477973822521174
294,broken,bag,0.029944703155400022
295,nail,polish,0.0001304058545230607
296,dead,fish,0.020611709511131296
297,pregnant,person,0.00256191780486229
298,thick,wood,0.00825967871196666
299,sea,green,0.0004334352279749456
300,carrot,peel,0.005709563195874583
301,yarn,basket,0.0008506110579048463
302,walk,path,0.0037910508573549572
303,purple,star,0.000598679415241334
304,eight,piece,0.0038856576148630327
305,bed,sheet,0.0036352283494624246
306,pill,box,3.127838134815487e-05
307,blackberry,patch,6.93971468140801e-05
308,fuzzy,teddy,0.0010998790718613266
309,red,color,0.23679018496028154
310,hind,leg,0.00404539652716046
311,jungle,gym,0.0004869483016387673
312,dirty,player,0.00014814221199254047
313,curtain,window,0.0046578565066403566
314,cigar,smoke,0.00012835445805496653
315,baby,boy,0.003879450253770985
316,orange,sweater,0.0018935528392167722
317,fudge,sundae,3.6178811221862504e-13
318,knitting,basket,0.00011942603466582418
319,water,melon,0.01938874011450919
320,garlic,bread,0.0025251549255980213
321,pole,light,0.0004323782605141482
322,brown,syrup,0.008715870376867873
323,crispy,patty,2.657433191708618e-10
324,crescent,moon,0.001126175833485173
325,gun,guard,0.0016191514925075023
326,bingo,game,0.0015113015741176619
327,marble,arch,0.013969026628273097
328,toy,train,0.0006389553037074703
329,dead,puppy,0.06816792894660605
330,red,clay,0.13605504133248467
331,silky,blanket,0.0025967976771893112
332,door,valve,0.014347829748311173
333,plant,root,0.0003968115291960445
334,mommy,fish,0.001035646744696283
335,pirate,flag,5.629282313423152e-05
336,broken,balloon,0.024329798218016594
337,bright,orange,0.008091219781565224
338,red,scissors,0.017006549159122267
339,egg,soup,0.0057116895209129645
340,fish,aquarium,0.0013743305406473455
341,clothes,basket,0.0007761509399019564
342,garden,tool,0.0013045021454073755
343,sleep,walk,0.0013221348738459212
344,blood,cell,0.0020181609498113704
345,baby,ostrich,0.001644087547600516
346,dinner,table,0.000982609960264511
347,purple,noodle,0.0010519358131377107
348,cast,iron,0.004093600417499064
349,cry,baby,0.001879588186307567
350,baby,sheep,0.0025309485209721928
351,green,room,0.027857368506151878
352,grey,boot,0.003748510213736982
353,pink,yogurt,0.008705642474980395
354,pirate,movie,0.00037380972326688157
355,pink,shoe,0.00891590237087187
356,wooden,hammer,0.004390011921922124
357,pet,toy,0.007860786734567566
358,frozen,bean,0.011475885993111232
359,fat,elephant,0.0035675764512190056
360,dogs,biscuit,0.000798884940917426
361,hot,coffee,0.2845429585260998
362,purple,lipstick,0.002782348293285411
363,stew,pot,0.005671275499264562
364,brown,table,0.007212746430892166
365,jellyfish,family,1.6417224425534588e-11
366,sleeping,bag,0.0059554703614939945
367,hot,piggy,0.04220927509219747
368,multicolored,sign,1.0199720396848477e-17
369,dog,poop,0.0019751243068652073
370,farm,movie,0.0007972545578761216
371,green,hat,0.04205263820165432
372,green,flag,0.21885136908829259
373,navy,coat,0.0021837312784914777
374,microwave,lid,0.00022200273425530302
375,flat,roof,0.11253137325735807
376,green,park,0.07707161956707571
377,red,stair,0.02676259098988222
378,path,hedge,0.008734459654183263
379,plastic,track,0.00046262172438344274
380,dirty,banana,0.003762435303376202
381,alphabet,block,0.01726713830541898
382,baby,parrot,0.0015806585238729283
383,train,car,0.00044742953070683606
384,purple,snail,0.0022756447588698912
385,green,zebra,0.019375127081517358
386,horse,manure,0.0055446793137213695
387,yellow,cake,0.007072021898510957
388,music,book,0.01566961789805483
389,carrot,cake,0.004185072281753593
390,rolling,pin,0.002305261787550218
391,yellow,top,0.008063214567751342
392,giant,frog,0.007588298155902153
393,wooden,stick,0.005566452721609939
394,dark,flower,0.007553601150866774
395,home,county,0.059656165177917025
396,green,book,0.02370986096523741
397,dirty,cave,0.0016061064762517162
398,pink,skirt,0.01607291727062877
399,fat,mama,0.0036924110401847674
400,green,dog,0.03228104240654096
401,cookie,bake,0.0016876592488108148
402,alphabet,puzzle,0.007103406028369686
403,garden,shed,0.002583995353977021
404,night,crawler,0.0006260202091857902
405,orange,pop,0.0037333531365526937
406,pop,corn,0.017493919420038025
407,ox,tail,0.0007505432401663585
408,pound,hammer,0.0012622245989434725
409,heart,attack,0.0020778258177303823
410,brown,shoe,0.007266095325196437
411,jaw,bone,0.00011966985659823354
412,red,lobster,0.21886327088325155
413,cracker,box,1.5800414304058005e-10
414,green,thumb,0.013040212684348889
415,wig,hair,0.00011630773829852711
416,caramel,sauce,9.855946007649652e-11
417,curly,head,0.0022483794456175845
418,wet,grandpa,0.0012783051142734906
419,slope,test,0.0021647409080132705
420,baby,panda,0.002090705452937471
421,gas,fire,0.005727855175326479
422,boy,tooth,0.0030673159631284365
423,yellow,handle,0.008225670160100227
424,marble,roll,0.003338733215650053
425,twin,deck,0.0017563450075873514
426,potty,sticker,3.880417379138631e-12
427,orange,plant,0.0034764815326438453
428,coffee,machine,0.0011123426784490288
429,jelly,container,0.0006918545056650151
430,round,pumpkin,0.023265626440547752
431,body,puppet,0.005416571028390586
432,daddy,waffle,0.002669353891441751
433,giant,dump,0.0052194752703808535
434,lobster,hat,0.00022157637540941416
435,outside,world,0.06114557249496751
436,yellow,chicken,0.010057585728438394
437,bean,ball,0.0006753653895375629
438,red,ice,0.08969853573801236
439,farm,shop,0.001956776657536853
440,garlic,salt,0.00471898118331349
441,pink,honey,0.011344438910037993
442,weenie,firefly,5.711095849873248e-13
443,fat,tummy,0.026368679132783623
444,cloud,smoke,0.0016635466269045956
445,car,boot,0.0008520438221870293
446,phone,line,0.0018773509660404478
447,art,advisor,0.04982752141572089
448,top,molar,0.010827001982282739
449,wrapping,paper,0.0021639904423381936
450,road,sign,0.00505570306411874
451,hand,drive,0.0026662537403428764
452,bloody,nose,0.005139096875908103
453,baby,bottle,0.005241348842227296
454,yellow,lip,0.14738274479008867
455,pink,shorts,0.01441175195892028
456,fire,alarm,0.04351701555048239
457,north,pole,0.01938841186839716
458,dog,mama,0.00041969963644570326
459,wiggle,dancing,1.1694856543179744e-13
460,examination,board,0.002819283951648558
461,bull,ant,0.0045020782522809015
462,brown,cap,0.09171292824845272
463,kid,ride,0.0005057402955629651
464,yellow,ball,0.006579816677185979
465,man,book,0.004535756358872569
466,door,bell,0.004061930298923413
467,dart,board,0.002247644251034636
468,puppet,baby,9.299735046812695e-05
469,dinner,break,0.0020658762518907395
470,granite,horse,0.0004458691173100049
471,chest,plate,0.0006215318160413513
472,record,case,0.009323358783585976
473,whale,hat,0.0009650818028379396
474,mommy,daddy,0.00686767103560916
475,dinosaur,skull,0.0009214059209802502
476,tree,farm,0.013740324235024602
477,orange,kitty,0.0014281371653974216
478,clown,nose,5.081677137810695e-05
479,potty,break,3.552726863002811e-12
480,bread,basket,0.013313692877412438
481,giraffe,leg,6.654157554452503e-19
482,fat,squirrel,0.0014489355926291655
483,fish,guts,0.0019752904112331025
484,bubble,soap,0.0011213760732465712
485,fuzzy,creature,0.000458122667353161
486,basket,ball,0.0027776474913434627
487,red,wagon,0.06096537075394467
488,matchbox,car,2.1525080913850386e-11
489,jungle,ride,0.0005342250823849198
490,quiz,game,0.007051156204386622
491,colored,green,0.010851040222878689
492,gold,ring,0.001834927003104245
493,paint,drip,0.0012329930115113409
494,wet,slab,0.009899078895712943
495,green,blanket,0.058327153117145265
496,oil,filter,0.009691341897315636
497,tan,car,0.0016707284300865384
498,green,grasshopper,0.052943388534575156
499,bowling,ball,0.0009022725638613755
500,hot,tap,0.026359178845592898
501,onion,ring,0.00025542911719644265
502,petrol,account,0.0003078413512821503
503,thistle,patch,0.0002143461707236126
504,dirty,mommy,0.0024899952957936305
505,bright,picture,0.018258261172132056
506,picture,book,0.0010270726889486117
507,step,stool,0.0012232213680999345
508,tree,branch,0.019934420284555446
509,apple,cookie,0.001230751694282022
510,bar,staff,0.005712178926730049
511,rock,crowd,0.010022067442941393
512,dirty,bottom,0.0013852221534784194
513,bug,lift,0.0001402774753770833
514,onion,gravy,0.0001851650684690645
515,skirt,stain,0.002664263082607329
516,green,grape,0.04485702296742155
517,night,sky,0.01168550388570752
518,solid,feed,0.013421410728105546
519,sky,diving,0.001709627217678018
520,pirate,hat,6.600566583043366e-05
521,giant,pillow,0.0013088215804462346
522,green,side,0.05260155663123679
523,green,shirt,0.09297636290297845
524,pink,mirror,0.002694755129179879
525,red,ear,0.04641686622747176
526,blowing,bubble,0.006066374867741852
527,grey,coat,0.060715618266513574
528,giant,octopus,0.005128792251689741
529,dwarf,tree,0.007942390941602801
530,slippery,balloon,0.0005611232629774472
531,baby,pumpkin,0.004831093773865908
532,jelly,sandwich,0.0017647290056527118
533,octopus,video,0.0008561008871627565
534,hill,track,0.002663406592910248
535,fuzzy,pants,0.0009934638787140295
536,spider,web,0.0008063470055175527
537,pony,ride,0.00046509655075046815
538,card,table,0.00037934943972800245
539,giant,bean,0.0030499211928935264
540,song,book,0.0021245120864092173
541,art,school,0.01451087347797137
542,head,office,0.006841964926726046
543,tire,mold,0.0011236713888352404
544,bear,sleeping,0.005379569386592378
545,ice,cube,0.0010530204345929627
546,dead,fly,0.022434608354822038
547,dog,sticker,0.0008139275457077101
548,food,coloring,0.0009632932947049298
549,apple,farm,0.0020555473812636986
550,bedroom,bathroom,0.005780798466404507
551,sweet,drink,0.008691095165433853
552,hot,egg,0.010704112981633393
553,beach,token,0.002384755819528827
554,brown,basket,0.003112314480550745
555,candy,corn,0.0014245282764064966
556,library,book,0.012757788428986807
557,train,track,0.00034606827381161606
558,orange,wall,0.0016585101266009994
559,nylon,shirt,0.00155543983871684
560,purple,pepperoni,0.001114246581737648
561,muscle,tissue,0.002419515124103086
562,outside,line,0.02226062076252475
563,blind,mouse,0.0014071344268036376
564,coral,piece,0.0005350996770422527
565,key,board,0.018534120960199588
566,water,filter,0.006075463760702191
567,root,beer,0.0013945548281575307
568,turkey,chip,0.0004859895709911005
569,grocery,store,0.0017886701272209486
570,back,seat,0.00031654485985565086
571,lemon,skin,0.000503349426072859
572,fly,ball,0.0013344676048711378
573,purple,baby,0.0009487267983326376
574,plastic,piece,0.00038802944224904595
575,elephant,parade,0.0006906741573009561
576,purple,collar,0.0018610075787804483
577,brown,shirt,0.022746735511305405
578,outside,lane,0.00904640617822153
579,elephant,ear,0.0007552134978199248
580,paper,plate,0.0027753674243829506
581,solar,shop,0.0010327978775631693
582,coat,hanger,0.0002957237796889275
583,comb,brooch,0.002829022875315922
584,lighter,purple,0.00043003119819827587
585,metal,plate,0.0041532043947175145
586,country,mansion,0.0020259998081516876
587,dolly,house,0.00020651151909337903
588,elephant,fly,0.00038049135357671267
589,green,bird,0.05982372075827068
590,red,squirrel,0.05748712820314911
591,candy,cane,0.0010047083218407743
592,fat,man,0.0024624603324257966
593,sewing,machine,0.0003420499807097384
594,tobacco,tin,4.1719383931972245e-05
595,fuzzy,hair,0.0007160084803241815
596,green,man,0.019535912571800054
597,green,ear,0.011694527767370164
598,ground,floor,0.0016482672324238457
599,red,dress,0.23020825582335985
600,stair,carpet,0.0001593895468831628
601,chicken,wing,0.0004060067090804451
602,dancing,shoe,0.005072568826715974
603,yellow,helicopter,0.010114557937462309
604,wet,ball,0.0012935019692520181
605,pink,oval,0.0013426051501462585
606,mommy,lion,0.0013648927573879984
607,green,guy,0.019584055697892847
608,bank,note,0.006386368782279061
609,mulberry,tree,9.995942570605208e-22
610,orange,corner,0.0019113195263829412
611,dog,person,0.0009957803282028843
612,furry,tail,0.0002275205810944452
613,dead,one,0.09944915063598068
614,red,crayon,0.037917819658459924
615,bright,shirt,0.012366783221389942
616,dark,eye,0.015038802937394721
617,fish,puzzle,0.0014841191157902386
618,hot,shit,0.07689522982348584
619,green,crayon,0.02818780594591818
620,circus,train,0.0003833766683357038
621,loaf,pan,6.267088194528977e-05
622,brown,hill,0.00979994203688057
623,blond,boy,0.003618328391733542
624,stone,letter,0.01406612804175836
625,dirty,basement,0.004254542542218435
626,burnt,cookie,0.00021901041119257655
627,star,sticker,0.0025369935858755265
628,bedroom,house,0.0029062488589667924
629,cloth,mum,0.0004887700239014855
630,pea,pod,0.006649021205122332
631,cargo,car,0.0008545908276056493
632,clothes,furnishing,0.0004451013398390998
633,dish,washer,0.0018077398407482584
634,cut,apple,0.02277317751880315
635,tape,measure,0.015277470191938388
636,red,bin,0.009482531348375843
637,yellow,skull,0.014013423935373472
638,thick,piece,0.0009761778756311666
639,potato,pie,0.003388425959743546
640,explorer,guy,8.655329138453827e-05
641,red,coat,0.20536068467616198
642,plastic,toy,0.0005132259466698948
643,quarry,tile,0.001843480280392474
644,puppet,stage,0.000780726384609538
645,thick,mud,0.02857563619529557
646,table,cloth,0.0024769524622323125
647,baby,blanket,0.0033866979100309474
648,square,face,0.030113893225364983
649,fruit,machine,0.0006087269352229084
650,smooch,dance,2.4407193170781013e-20
651,outside,house,0.032197776116297386
652,hair,cap,0.0001828255988940831
653,purple,dog,0.0011221475238057102
654,tooth,fairy,0.0010836012158173737
655,wet,pants,0.014243999363126598
656,flat,side,0.07810478625995557
657,green,lawn,0.10447745880764747
658,salty,egg,5.796981508179676e-05
659,peach,material,0.0004984522014866367
660,thick,loaf,0.0012118914977202815
661,fat,lady,0.003182874766929644
662,letter,puzzle,0.001048097334886833
663,chocolate,chip,0.002130385129731155
664,pink,tongue,0.0047478966830597075
665,red,nose,0.07844419951495435
666,green,ball,0.0354363452098066
667,hot,tub,0.023964557324273994
668,gingerbread,recipe,2.85517037086174e-13
669,drawing,table,0.016519811356845
670,red,marker,0.02839375087235342
671,gas,pipe,0.0028126242380157114
672,giant,present,0.0027599509242864995
673,dark,forest,0.033110113788549556
674,purple,block,0.00039891820809419536
675,orange,suit,0.0012059717546267785
676,yellow,guitar,0.023487973666704482
677,shoe,room,8.303577626150662e-05
678,grey,suite,0.005752784641789408
679,chocolate,eclair,0.0012473068870542826
680,stamp,pad,0.0021974777953161218
681,bagel,dog,1.0139230909626431e-11
682,tree,frog,0.029578804021287142
683,sugar,bowl,8.267780520904555e-05
684,moist,soil,0.016894852866862608
685,kitchen,floor,0.0010508504717495015
686,jelly,doughnut,0.0013631915012982934
687,hot,bath,0.03906589915728825
688,pink,square,0.0003522527279283066
689,hot,fry,0.008546497633679304
690,color,sand,0.03473889528761251
691,rock,music,0.03992642317455828
692,flower,stem,0.0047135585382817565
693,yellow,ring,0.0019778780151290904
694,north,king,0.005069524909867975
695,baby,room,0.003432904244548818
696,pirate,sword,0.0001569930112075687
697,pencil,sharpener,0.005514978214488138
698,oval,face,0.0033856392823306564
699,door,grill,0.006692264839304607
700,navy,shorts,0.0028428801931335884
701,children,adult,0.012159646668508243
702,building,downtown,0.03942839586900258
703,town,dump,0.0029447250835481407
704,yellow,barrel,0.008090857021122222
705,stall,light,0.00016213619744811746
706,elephant,ride,0.0004535060640342512
707,pink,rake,0.00036453561649584307
708,sheet,side,0.0006110605408211588
709,breast,lump,0.0033261060313127928
710,red,house,0.035942000833865416
711,bottom,piece,0.0009052275198243877
712,tooth,paste,0.0003719180036749627
713,carpet,shampoo,0.00031839881652435335
714,grease,mark,0.00046997746164795213
715,orange,frosting,0.005144452141806427
716,camera,eye,0.0030768643438281434
717,hot,lava,0.0752600030374643
718,butterfly,catcher,0.0013512075186787092
719,metal,bath,0.0007429369938363264
720,rubber,band,0.0002088946688927842
721,leaf,cake,0.00018538172077085831
722,green,bug,0.0699340258243197
723,green,airship,0.0256887598038476
724,green,ring,0.011662599403327843
725,wooden,board,0.006165465253254506
726,lacing,piece,1.684067886367071e-10
727,rabbit,hole,0.009767966674715921
728,broken,ride,0.022354106628713503
729,purple,raindrop,0.000434720573312703
730,hot,tray,0.03748036410396091
731,letter,block,0.01375938519358321
732,plastic,ball,0.00014505521195577682
733,fly,swatter,0.002551316649486972
734,toy,lizard,0.0009993007796763886
735,daddy,crown,0.0006474138522590792
736,green,marble,0.06581474493609106
737,wet,kiss,0.01621936786510562
738,lunch,box,0.00014172989129381745
739,sweet,tooth,0.0025926427612778576
740,bottom,bunk,0.005496679290603184
741,dinosaur,foot,0.0002867117745697931
742,elephant,trunk,0.0012902201967918852
743,pink,kitty,0.008454572239987945
744,apple,butter,0.0016303045328835593
745,green,flower,0.1155606217744612
746,bed,room,0.008720866911134453
747,building,block,0.04399643820547114
748,ball,tent,0.0007274721797994817
749,daddy,hand,0.003322023782447106
750,street,lighting,0.000526850376139063
751,yellow,stripe,0.10034578543150599
752,pink,chair,0.0010078080099408622
753,grocery,cart,0.0004312082328164076
754,gingerbread,man,9.900939646686141e-14
755,food,container,0.0019297574470061559
756,flower,pants,9.439026061202428e-05
757,wheat,flour,0.0068196027593296895
758,brown,penny,0.006554988312212048
759,purple,animal,0.0007314720687199187
760,flower,tree,0.0014122660252221832
761,lemon,juice,0.0014980115683658661
762,yellow,room,0.007441710176572759
763,daddy,hippo,0.0017605805677402726
764,road,license,0.006724391795841779
765,juice,drop,0.0007357144407070719
766,washing,line,0.000165783335043244
767,purple,present,0.0008761035833168378
768,girl,mommy,0.01684840153546383
769,hair,dryer,0.0006596417925936936
770,mommy,goat,0.003202927939667104
771,sweet,tasting,0.004762603679080332
772,red,controller,0.02217620140999578
773,juicy,pear,0.0011038810017687478
774,brown,cow,0.007345667402454303
775,garden,chair,0.0010463288678157388
776,broken,toenail,0.01959372150588186
